0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.996370076198168420e+00,9.453415182237540293e+00,1.322321939290367965e+01,1.581549486350773925e+01,4.547851072889036672e+00,1.042162548989907407e+02
9.440724668014345511e+00,9.229972350574270124e+00,1.422643350958382769e+01,1.515492429596912594e+01,4.236766145284479812e+00,9.287778334185080098e+01
6.294513157086647936e+00,7.067104338619693671e+00,1.599364240615545185e+01,1.109848008160687627e+01,2.728425556500661209e+00,4.605958949350213061e+01
4.870280062413321787e+00,4.345655604866554000e+00,4.733910482555561572e+00,7.067562668741727450e+00,2.443574933636219804e+00,3.274972024095545464e+01
-6.437190579164972504e-02,-8.987140109066942342e-03,1.280305086479250620e-01,-7.755249965907749787e-02,-5.731931398681645168e-02,-3.740671291421617806e-01
4.868231225917739380e+00,4.433456337277596582e+00,5.169350368381356198e+00,7.122455903365572993e+00,2.410503762699628183e+00,3.287149608986097604e+01
1.125857226368269437e+01,1.096928116880188853e+01,1.824352670787439479e+01,1.911521188330417331e+01,5.014922080898823964e+00,1.306952496115679025e+02
1.849087005844394938e+01,1.841270880721222625e+01,3.416372001991891949e+01,3.362350625832036854e+01,7.581322657424166778e+00,3.605222103380112344e+02
1.102776724467172009e+01,1.036016552220766584e+01,1.488850779004592439e+01,1.796031951619000111e+01,5.015710843401021357e+00,1.272824870695314985e+02
9.313864834114085056e+00,7.852099231302058335e+00,6.395472687258545008e+00,1.330606161154639189e+01,4.514480451674857342e+00,8.933252535874689215e+01
3.929351961817925787e+00,3.644346087843231441e+00,4.369554602238907570e+00,5.738141528088967824e+00,1.954651522455401524e+00,2.334064282124983691e+01
9.936198102069447202e+00,9.905508259072570709e+00,1.633364439754898356e+01,1.635265716612761011e+01,4.391589634063213232e+00,9.746247695162387004e+01
4.347780338056579374e+00,4.434316616247108378e+00,7.701721089896270023e+00,7.003792187627506216e+00,2.055068894091654386e+00,2.736359199431846179e+01
6.889277038313189827e+00,7.070816590961007009e+00,1.292504620995087983e+01,1.143996046942158706e+01,3.131778384868393772e+00,5.567216454688442440e+01
8.752567194495078695e+00,8.846175222604198751e+00,1.470302308230351862e+01,1.413659956091411019e+01,3.870283976826769834e+00,7.684622054433836524e+01
1.369747359598353853e+01,1.373580218208417492e+01,2.510132719807933199e+01,2.397993905756969113e+01,5.838015364094849780e+00,1.911955529361034394e+02
8.315534721169944632e+00,7.930974571218222025e+00,1.161688646426252625e+01,1.332091220571465939e+01,3.889236780256648096e+00,7.558134951540942836e+01
3.981545627279074573e+00,3.659233078159966901e+00,4.686210442448826896e+00,6.007625208393983840e+00,2.015460220877507425e+00,2.528540313975338449e+01
4.329824256896431578e+00,4.422143736213491216e+00,7.561183451409711154e+00,6.916669201480827311e+00,2.041061665338684605e+00,2.737978788008464903e+01
8.544777645095292584e+00,8.709726751440227233e+00,1.636415351570034105e+01,1.465701818886378227e+01,3.847801317518384945e+00,7.987118588500760552e+01
9.122037355401459990e+00,8.104908941005703582e+00,8.388218201649280559e+00,1.345925120580804979e+01,4.327350837841954956e+00,8.443242724663811316e+01
7.351354100159086080e+00,8.179030738954972790e+00,1.972755952580601857e+01,1.354664606566138829e+01,3.215404840848866019e+00,6.033520517412543427e+01
3.651968425276052699e+00,3.792482634583741241e+00,6.846396303038714493e+00,5.912519038317639364e+00,1.702380680037752780e+00,2.054692482609749149e+01
8.380310069968489373e+00,8.884516625662051581e+00,1.817687876187952511e+01,1.453450924929505739e+01,3.655148872359912371e+00,7.497552282610445218e+01
3.548343901395389022e+00,3.416455734255777976e+00,5.082030693726315995e+00,5.521841384909053296e+00,1.758852918214911742e+00,2.066855134574447561e+01
1.052913922439239514e+01,9.892669213941273298e+00,1.339193583541876897e+01,1.665089796971223635e+01,4.795957315937118715e+00,1.138013176336238814e+02
4.782560132189893842e+00,3.905653814353161390e+00,2.925438175998852142e+00,6.708732185923156344e+00,2.544347833922037783e+00,3.185913882619815851e+01
1.420930159819812388e+01,1.394218707593027240e+01,2.462198826183515266e+01,2.503181754794646707e+01,6.149138717483768168e+00,2.135334826518476916e+02
8.105040723006297299e+00,8.361401065094810292e+00,1.662702057667284805e+01,1.427552172054830315e+01,3.686335845921211440e+00,7.217581455181709771e+01
1.129459157737648844e+01,1.113622445388242177e+01,1.867891350637084713e+01,1.905769623773391075e+01,4.998831749826407211e+00,1.313557129839172433e+02
8.336530058883786509e+00,8.861356150531896958e+00,1.881678791216668856e+01,1.481679316211356223e+01,3.676523185668557847e+00,7.461614306826788834e+01
1.214076186383889677e+01,1.213128629326601526e+01,2.257678830569576789e+01,2.139305405648869396e+01,5.326469232428455491e+00,1.542456422166426933e+02
7.918419227861303256e+00,7.633025901882640518e+00,1.082031141091755622e+01,1.222981275642602661e+01,3.638495655416854824e+00,6.715655988578895119e+01
1.579780967862975771e+01,1.495501438565074537e+01,2.201536422643191671e+01,2.659547085129918287e+01,6.803718617692458004e+00,2.518197258860473369e+02
