2.726363181590795159e-01,5.272636318159079627e-01,2.121060530265132527e-01,9.654827413706853489e-01,1.710855427713856847e-01,5.602801400700350293e-02
2.261130565282641336e-01,2.836418209104552002e-01,5.592796398199099128e-01,6.953476738369183952e-02,4.602301150575287547e-01,6.253126563281641292e-02
2.286143071535767790e-01,1.000000000000000000e+00,8.504252126063031880e-03,7.348674337168584758e-01,5.002501250625312297e-04,0.000000000000000000e+00
2.196098049024512167e-01,5.847923961980990848e-01,4.082041020510255303e-01,9.784892446223111273e-01,2.566283141570785409e-01,9.754877438719360139e-02
4.922461230615307604e-01,0.000000000000000000e+00,9.214607303651826120e-01,1.545772886443221583e-01,7.243621810905452874e-01,0.000000000000000000e+00
5.142571285642821843e-01,9.434717358679339805e-01,1.000000000000000000e+00,9.439719859929964763e-01,6.088044022011005474e-01,1.605802901450725240e-01
2.086043021510755324e-01,1.000000000000000000e+00,4.737368684342170844e-01,2.961480740370184828e-01,4.952476238119059293e-02,4.752376188094047105e-02
1.455727863931965960e-01,2.716358179089544689e-01,5.467733866933466302e-01,6.953476738369183952e-02,4.547273636818409126e-01,6.403201600800399740e-02
1.740870435217608814e-01,5.912956478239119740e-01,7.983991995997998803e-01,2.801400700350175077e-01,2.051025512756378122e-01,5.352676338169084364e-02
2.336168084042020976e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.644822411205602464e-01,8.774387193596798751e-01,2.036018009004502138e-01
2.426213106553276599e-01,9.959979989994997007e-01,1.000000000000000000e+00,9.784892446223111273e-01,6.653326663331665669e-01,5.202601300650325222e-02
2.496248124062031004e-01,3.696848424212105799e-01,1.000000000000000000e+00,1.565782891445722802e-01,1.000000000000000000e+00,1.525762881440720364e-01
4.492246123061530705e-01,0.000000000000000000e+00,1.000000000000000000e+00,4.502251125562781175e-02,9.959979989994997007e-01,0.000000000000000000e+00
2.536268134067033442e-01,7.553776888444221904e-02,8.904452226113056534e-01,7.903951975987993928e-02,8.689344672336167807e-01,6.253126563281641292e-02
