0.0083691,-0.0020679,-0.036881,-0.0039797,-0.026766,0.009247,-0.0032872,0.0037554,0.011344,-0.021576,0.0060378,0.0015217,0.0082325,-0.018484,0.020864,-0.011032,0.014007,0.018952,0.011188,0.0026931,0.0063246,0.0092372,-0.065936,0.0066914,0.024307,-0.011052,0.026853,-0.014103,0.00033932,-0.01417,-0.00098541,0.0094542,-0.0020502,0.019863,0.023479,-0.039468,-0.0003562,0.0029414,0.01785,0.020184,-0.030432,0.014474,0.0096855,-0.044692,0.0095103,-0.0014531,0.0078521,-0.011656,-0.023205,0.007462,-0.034081,-0.020269
-0.010808,-0.030258,-0.00037066,0.011208,0.012622,-0.0057355,-0.013227,0.0058428,-0.00516,-0.0010925,0.0095103,-0.032686,-0.018143,-0.039456,0.021664,-0.0043309,0.012417,-0.0089836,-0.034149,0.020094,-0.059227,0.025088,0.010203,-0.019897,0.029663,0.028041,-0.10336,0.0057647,-0.075683,0.027839,-0.21102,-0.02817,0.0082716,-0.015382,0.020815,-0.02498,0.010652,-0.0015897,0.015695,0.016933,0.010973,-0.0017265,0.014241,0.0066036,0.0093445,0.0083203,0.0084764,0.0019216,-0.098693,-0.0018045,-0.024542,-0.015616
-0.021606,-0.049259,0.0077936,-0.011676,-0.03174,0.0053453,-0.025888,-0.002263,0.011705,-0.095328,0.0048186,0.0032189,-0.024571,0.022786,-0.048069,0.020045,0.015304,0.0073644,-0.016621,0.010837,0.011959,-0.070123,-0.015821,-0.027039,0.012885,0.02419,0.012183,0.035419,0.033241,0.016102,-0.006962,0.014918,0.020253,0.022296,0.041091,0.026137,0.0040252,-0.012147,-0.0022834,-0.032727,0.013498,-0.10028,-0.030638,-0.0025458,-0.036042,0.0065158,-0.019401,-0.0091592,0.0079302,-0.060778,-0.013266,-0.020942
0.0065646,-0.035027,0.0049746,-0.025634,-0.008174,-0.033984,-0.015734,-0.0058233,0.016514,0.0015509,-0.00098517,-0.0092275,0.015958,-0.0042236,0.0048283,-0.088227,0.024512,0.0035115,0.019577,0.031116,-0.0027995,0.0095689,0.034,0.076894,0.031646,-0.001958,0.03367,0.017543,0.0026956,0.011804,-0.020884,0.023098,0.0015899,-0.035066,-0.025234,0.010037,0.015695,0.023897,0.012895,0.021474,0.020415,0.0067242,-0.0062011,-0.0083943,0.0022188,0.010681,0.0052575,0.0081959,-0.0048307,0.0022004,-0.001825,0.0071175
-0.016314,0.00084961,0.007675,-0.015908,-0.01308,0.006317,-0.0028394,-0.0034513,-0.03197,-0.016613,0.0014412,-0.022979,-0.019992,0.0035902,-0.018775,-0.0092605,0.023856,0.022644,0.040752,-0.062379,0.011725,-0.018075,-0.013627,-0.0038919,-0.029643,-0.022708,0.020893,-0.049522,0.027341,0.015675,0.028707,-0.031828,0.013334,-0.077965,-0.00067304,0.0097639,-0.091806,0.010661,-0.028073,-9.7542e-06,0.010135,0.010077,0.013974,-0.019583,-0.0016283,0.0067889,-0.0059013,-0.14936,0.0055696,0.0057355,-0.037807,-0.0070328
4.8771e-05,-0.010115,-0.0067597,-0.022757,0.015704,0.00030238,-0.017889,0.013344,-0.032413,0.0038041,-0.019265,-0.029458,-0.010954,-0.017675,0.0055989,-0.017821,0.016348,0.018416,0.0047991,-0.037242,-0.0043894,0.017353,0.022493,0.020573,0.022986,0.021613,0.0031469,-0.039183,-0.0072474,0.01748,0.032576,-0.00088519,0.016452,-0.066477,-0.02341,-0.10531,0.0059501,0.016309,-0.029272,0.0028092,0.011032,0.014215,0.0027729,-0.0097152,-0.040899,-0.031213,0.016338,-0.0076473,0.0014144,-0.034705,-0.0054136,-0.012895
-0.064251,-0.024005,-0.062437,0.001268,-0.043435,-0.039934,-0.026658,-0.0021264,0.0062622,-0.026639,-0.020142,-0.0062427,-0.013002,-0.10834,0.0043894,0.029204,0.012085,0.020864,0.025722,0.0035213,0.031535,0.037008,0.014478,-0.034744,-0.111,0.0226,-0.074034,0.006984,-0.040812,0.0029848,-0.085125,0.0036383,0.025341,0.023654,-0.027507,0.012729,-0.060271,0.0055989,-0.016192,-0.035652,-0.05715,-0.012612,0.010661,0.0090909,-0.022074,-0.019167,0.0078326,-0.0017753,-0.036461,-0.08174,-0.030209,-0.0080667
-0.043162,-0.0067987,-0.03015,-0.081184,-0.012066,-0.025956,-0.0063792,-0.019128,-0.0080082,0.0032189,-0.011471,-0.00085837,0.014573,-0.04127,0.0020776,0.010759,-0.069977,0.0061744,0.022532,0.010427,0.026317,-0.0021654,0.0044869,0.026141,0.024288,-0.014046,0.0038334,0.025436,-0.0074102,-0.029058,0.011949,0.007579,-0.0053288,-0.044979,-0.029292,-0.028385,0.018396,0.016221,0.014192,-0.023976,-0.0062719,-0.0064963,-0.021586,0.010769,0.0071596,-0.028404,-0.00016582,-0.0085154,-0.0053063,0.0025751,-0.025127,-0.0029945
-0.029565,-0.0057257,0.00096567,-0.0065646,-0.00045845,0.0010632,0.0051405,-0.0039602,0.0038334,-0.015382,0.011071,0.01946,0.015431,-0.010408,0.01747,-0.0019996,0.024327,0.024581,-0.0091202,-0.0074034,-0.03927,-0.024259,0.0090519,-0.012095,-0.07857,-0.0139,0.012837,0.0098517,-0.022822,-0.052439,0.021245,0.014534,0.018387,0.0042333,0.0034727,-0.0045548,0.012198,-0.068835,-0.0034042,0.0081935,0.0096567,0.00042918,-0.016514,0.0045357,-0.0079399,0.0060378,-0.073869,-0.00083886,-0.024464,0.0036188,-0.006506,-0.034666
-0.0031604,-0.011003,-0.0055794,-0.012924,-0.041299,-0.10356,-0.025059,-0.013685,-0.089543,-0.010135,0.0049454,0.015343,-0.010203,-0.0058623,0.022357,-0.0058135,-0.029809,-0.019089,-0.0043309,0.012924,-0.084003,-0.023849,0.0067792,0.011315,0.017967,-0.019984,-0.027858,-0.0014729,-0.10023,-0.029165,-0.020611,0.0079204,-0.10729,-0.0020874,-0.066065,0.020484,0.017762,0.020757,-0.039807,-0.04724,0.0015997,0.0055404,0.009364,-0.027429,0.0027214,0.0027507,-0.036422,0.0020581,0.0028677,-0.0033945,-0.010115,-0.037017
-0.0079302,-0.01747,0.0049649,-0.019918,0.0089934,-0.035466,-0.017821,-0.00089739,-0.0073644,0.010905,-0.036422,-0.0036383,-0.0088568,0.017392,-0.032374,-0.017138,0.0072474,0.0064573,0.011959,0.016689,-0.022201,0.0028287,0.010642,0.0044869,0.0068572,0.024135,0.0011562,-0.015089,0.017239,0.024781,0.0086071,-0.02265,-0.12922,0.0061744,0.014748,0.0081643,-0.013558,0.012359,0.00288,0.01065,0.0018478,0.0095026,0.0071412,-0.018826,0.0068377,-0.067548,0.0027702,-0.010486,0.00069255,-0.0059208,-0.0080765,-0.020006
-0.010788,0.002975,-0.016992,-0.018533,0.0036676,-0.0030043,-0.011968,0.0066231,0.0018826,-0.044401,0.0050137,0.0091007,-0.052419,-0.020542,0.013266,0.030453,-0.036247,0.022747,0.016592,0.018662,0.028611,-0.058691,-0.00096567,0.0085154,0.0024744,-0.0013069,-0.11114,-0.083945,-0.028512,0.018572,-0.011393,0.0022825,0.025946,-0.032442,0.0037456,-0.0017573,0.017811,0.016458,-0.0063721,0.0080316,0.012905,0.011026,-0.034346,0.0054916,-0.00042918,0.0033945,-0.0036188,0.0029555,-0.050497,-0.012641,-0.038705,-9.7542e-05
-0.003453,0.00044869,-0.00037066,0.00017558,-0.0032969,-0.014085,-0.038549,0.0038724,-0.017158,-0.045455,0.01072,-0.013831,-0.0038919,0.024395,-0.028472,0.021801,0.015119,-0.00063402,0.0086422,-0.011725,-0.021684,0.017577,-0.066446,0.0053355,0.0092957,0.0034042,0.0023508,-0.010369,0.023183,-0.014895,0.0070449,-0.001112,-0.071898,0.0015314,0.004604,-0.0865,0.014953,0.015743,-0.027282,-0.0023898,-0.084042,-0.039661,-0.012378,0.0027409,-0.011091,0.0069255,-0.015919,-0.0049259,-0.033106,-0.011451,-0.0025849,-0.02262
0.0020679,-0.01073,0.00022435,-0.038666,-0.0010339,-0.020133,0.0093738,0.0074034,0.002936,-0.040587,0.0032774,-0.018426,-0.017255,0.02262,-0.020523,-0.017655,0.019206,0.026717,-0.016553,0.018884,0.0076375,0.026922,-0.12721,-0.0014046,-0.0053648,-0.014885,-0.030794,-0.062281,0.022123,-0.020679,0.025585,0.021079,0.024025,0.01589,-0.055267,0.0066816,0.018474,-0.05875,0.012281,0.012622,0.0061647,0.0090226,-0.011208,0.0042138,-0.0365,0.0060183,0.0062232,0.0025946,-0.0099883,-0.0024483,0.0077156,-0.06666
-0.042587,-0.010973,-0.043474,0.0037651,0.007657,-0.049551,-0.044547,-0.0060671,-0.0070133,-0.038285,-0.029506,-0.075527,-0.00754,0.0037846,-0.037037,-0.010944,-0.03611,0.023644,-0.023937,0.024015,0.020133,0.025751,0.023595,0.02142,-0.0033847,0.017148,0.013996,-0.039622,-0.030648,0.0024596,-0.020318,-0.05991,0.022015,0.001785,0.0086812,0.019805,-0.0082205,-0.024362,-0.039378,-0.087251,0.0052087,-0.047376,0.0062817,0.0034432,-0.0092762,0.0013851,-0.014153,-0.050985,-0.022425,-0.0028775,0.0052673,-0.0071791
-0.019372,0.00042918,-0.00091689,0.005872,0.0040968,-0.0011022,-0.045903,-0.026619,-0.025995,0.010886,0.013158,-0.00014631,0.018162,0.012095,0.015431,-0.030521,-0.057004,0.0065841,0.0079984,-0.021391,-0.01189,0.027702,-1.9579e-05,0.030929,0.015616,0.021612,-0.021953,-0.027238,-0.04802,-0.028033,-0.027087,0.0085057,-0.04126,-0.056574,0.0047015,-0.021713,-0.11463,-0.073615,0.01031,-0.018787,0.0082618,-0.005794,-0.010593,-0.015012,0.0044284,-0.0047015,-0.0063012,-0.004009,-0.075712,-0.016963,-0.0047796,-0.083789
0.0045162,0.0036968,-0.050878,0.00072181,-0.0059501,-0.053794,-0.00081935,0.0028385,0.0039895,0.0042333,-0.0027995,0.0025751,-0.0047698,0.0007023,-0.014817,-0.0030043,-0.043543,-0.059345,-0.0083984,-0.035027,-0.026151,-0.0039407,0.014485,0.0031409,-0.098117,0.027799,-0.10217,-0.0048186,-0.069196,0.01824,-0.01189,0.00040968,0.018943,-0.067733,0.021703,0.017451,-0.016161,-0.017333,-0.016533,0.0027702,-0.030706,-0.0090031,-0.030774,-0.0019118,-0.0062622,-0.024805,-0.0010339,-0.0080277,0.0077156,0.0033652,0.0071693,0.0088178
