"updatedJordanLakeInflow","durhamInflow","updatedOWASAInflow","updatedFallsLakeInflow","updatedLakeWBInflow","updatedLittleRiverRaleighInflow","crabtreeCreekInflow","updatedLillingtonInflow","claytonGageInflow"
0.581305166774265,0.943155176097869,0.887979462499733,1.18272704685618,0.795808779067281,0.662428261834148,0.539200466598162,0.685380699679204,0.706392284009211
0.785781445625308,1.18616179944339,1.06453157343648,1.32570258542976,0.996724740649504,0.75637460620988,0.619449723776865,0.87615016174206,0.773730070293861
0.752434367542972,0.934008291331352,1.01746245508644,1.07339223002682,0.939425320497145,0.684893123513318,0.596095523868623,0.886088505330593,0.675737754651072
0.844858084389103,1.17220987796267,1.16783730270313,1.31751617206521,1.19397630420701,0.864582875778981,0.703990097671926,0.947001535072517,0.880372458612905
0.707852229491366,0.899264716669161,0.940401652232075,0.974077926872437,0.682365358636677,0.702280751135321,0.659353147955018,0.899360229915263,0.648870086865307
0.851719307829969,1.04619127608207,1.00937936589584,1.20242695439161,1.01446579739547,0.829662432056767,0.701870406754358,0.902764552546687,0.835075520038533
0.829477322725307,1.00775382208627,1.06799801919163,1.1141770230103,0.861563958253594,0.754069465717718,0.585364701248691,0.803842908600947,2.79818574868362
0.769603219976954,0.860949745329749,0.684028411727713,0.887444628797038,0.821593993643416,0.764302022173896,0.736506615909499,0.845114565767099,2.88263082501263
0.755201918679719,1.14190377360313,1.14411262296606,1.13244060152782,0.859257156755053,0.677382134527638,0.600373439136975,0.663837915377057,2.80092141878152
0.862319510651323,0.907021153148307,0.876581926369311,1.08718535023642,1.14815412816782,0.889024744999668,0.776642865913172,0.89329047081713,0.867165084386741
0.682436807351242,0.917897309762811,0.942865835150337,0.883591226976927,0.757410727293188,0.706137034601389,0.618815169672609,0.835108351945451,0.725776097590713
0.881927152446913,1.18643184734957,1.10277114247742,1.20049995369782,0.899902507635392,0.714679869426055,0.683362334844364,0.873415187342796,0.74109789514751
0.867483995137818,1.11090257956115,1.18616280054534,1.19181974438626,0.907244685311012,0.809884428174296,0.634088104160686,0.818216594719662,0.759515569066035
0.691578551184284,0.971387563397696,0.894961803429966,1.00348868054236,0.724467991502246,0.754029106158758,0.606409591102772,0.650961472600713,0.587475000948656
0.84012087291061,1.0464800775462,1.08955595406841,1.18261992246675,1.02249331227091,0.820952324939214,0.767282806219746,0.952334357521319,0.662644473711681
0.83128861817979,1.00717931837291,0.820303840595703,1.08313820771678,0.837468444232819,0.679729450621568,0.73961163262842,0.984852062164584,0.575768476995704
0.661421262907567,0.953898407499875,0.877383414268061,1.33538250579799,0.982488983115086,0.660520811430616,0.600882687279319,0.881225884496405,0.875473600906091
0.831710144874599,0.952757403516016,0.713417169769379,1.20488719968678,1.04882430193315,0.985530837794812,0.85060268643108,0.969058019934121,0.669993167552292
0.550180962770368,0.536487587061926,0.540939643220371,0.804011242787155,1.05761228662285,0.836680726867513,0.797465389193631,0.825704439003659,0.506420534566993
0.542413109919713,0.676485846860071,0.491216421251405,1.33057030537652,0.903786431134175,0.679624615392328,0.578237993514119,0.689003234345622,0.81511997011502
0.920876517976979,1.16304538957578,1.00780490670905,1.40570378012496,1.19501349658954,1.03649283507142,0.772453134382715,0.892587711219008,1.00886984897439
0.942465981157103,1.01500980840192,0.788052987214724,1.33166263830355,1.07968902010879,1.18637861314624,1.00520707665784,1.00665878460221,1.02600765578585
0.916238661044881,1.23963402782861,0.998793918169881,1.36481880515914,1.72435365589617,1.06695512216743,1.093193601579,1.21025672728378,0.749471279125051
0.930500730695108,1.35134728909983,1.17533190142595,1.8143170743037,1.89992601056029,1.33958580854501,1.42101669540849,1.15260398504025,0.861862133211315
1.02736143828177,1.48193186281825,1.31707186046643,1.54981693546271,1.72640566229053,1.45886303219303,1.27632523676233,1.17433650829355,1.28200129650785
1.07931574483351,1.31781101801125,1.14089160733405,1.93524548553437,2.3777597259353,1.15151020348692,1.08635288628923,1.33853751110575,0.70631010158038
1.12874955011517,1.49713185493094,1.13025698515011,2.6343755802249,1.81302667886074,1.43463547543091,1.27761292133301,1.7255095166605,1.21805175258655
0.577217930643957,1.1315529804657,0.920576829343595,1.77337461807528,1.75893101948232,1.3115230327115,1.16839385821455,1.69121738636952,2.69788692480153
0.708005673131692,1.2417362304556,1.11892328413678,1.21468475391865,0.919549464814994,1.09202009097388,1.0208353345422,1.26610393747637,2.74378484038057
0.787144882193237,1.56712327090402,1.44127366865513,1.68486101098974,1.37908923783447,0.960600313045576,0.974963715072775,1.22765244557404,3.73835840475508
0.930296776936099,1.59072385457001,1.34429825456539,1.44492562881555,2.40284277854188,1.13736710042115,1.07235111604169,1.36651020854222,3.84718229532627
1.06963756559094,1.56470604817629,1.30397101542187,2.04179530964989,3.2667482121692,1.53614523818008,1.26391084478747,2.61852227222172,4.32685966418246
0.922763260084627,1.46647029581663,1.40093603578216,1.75772103331346,2.49588154233018,1.69038238617905,1.31054833431907,1.47860707359728,2.69507634858598
0.761664264969527,1.34489309457176,1.18660085937964,1.23369555642997,1.69412913379232,1.72157891394769,1.13096790838887,1.72218453455466,2.70887588435417
0.995965389921063,1.74820771345163,1.56608438334796,1.91970889138382,2.80268192586938,1.43016470170259,1.09894311405014,1.19912226144799,1.17827829440331
1.48218710143447,2.46615066350996,2.2384516255781,2.46127445224738,2.49970899070952,1.97516215879877,1.34916899699423,1.77619717436779,1.17147461479157
1.26469237192657,2.16354827145435,2.3546388185339,1.95143103069408,1.72559388504777,1.8869397247787,1.41263376730392,1.70476490712252,1.28231719940607
1.3473982402037,2.21088161273453,2.02054165519547,2.13305511793451,2.46119619219211,2.00690128843291,1.43159371644875,2.0158314179448,1.49829913977749
1.24820238237737,2.14217412927312,2.15037556908413,2.22729362393055,2.69786621365913,1.88407899701795,1.21567726743596,1.53155822269776,1.20690492717202
0.95888981104977,1.88519660027818,1.81929224868616,1.95197737188403,2.70159475606108,2.10815418040102,1.51599558162948,1.40466429975489,1.30712965127661
1.14342459736435,1.96329433418018,1.83884499860917,1.8603090755292,1.77754882999986,1.92443067012166,1.2334955501134,1.33379694171293,1.17630135079603
1.14520571900918,1.9811924278077,1.81854877781662,2.68237562702059,1.3810286637096,1.8720695655394,1.07414965717921,1.44615383181444,0.986227791097668
0.94934251291417,1.64761227988482,1.30855187551444,1.64778934780623,1.40745608043204,2.36733963744334,0.938550081103907,1.27113371007911,0.875521062293269
0.881900456756391,1.60012444650154,1.19242123107338,1.82830150651953,1.16107099753951,2.44964437203204,0.886192261775355,1.17869912889589,0.882142407246316
0.948088811341083,2.06963477565654,1.62608330621202,2.22025831087324,1.38577641934175,2.44751918726298,0.908223763009127,1.32619048178597,0.714884246745487
1.33919025611432,2.30326317149542,1.76926861077804,2.43100269850903,1.37628387326106,1.67560135407191,1.05669271564403,1.43042199587734,1.46472262124155
1.14566864938,2.23986776081313,1.82184361350535,2.34266468127277,1.50439818588908,1.36694158007151,0.839231259668298,1.42033381624068,1.06411798197704
0.886128058999743,1.96705633971326,1.5912245747134,1.60788117235075,1.14490765881331,1.06500138654033,0.709591607473518,1.20215915826865,0.825943773851735
0.992720922065517,2.20204425542729,1.715098919405,1.86817247215318,1.69925732402745,1.10352197669303,0.815432256428707,1.17087630340793,0.908211211384321
1.09525487558133,1.90396802304024,1.48179372953279,1.88814708830555,1.10889268162077,1.04046015691533,0.805783386131169,1.19208370695826,0.679717357519109
0.831526957909055,1.36604851797317,1.12004121219533,1.51171736749569,0.86020526947941,0.832709507826281,0.610536111029102,0.931543735809337,0.663689486309096
0.830013570114738,1.18969299777169,1.01487156582289,1.08079578238003,1.21591994638122,0.791070632572338,0.614619980511767,1.03072108832691,0.745629074701978
