0.762569913,1,0.160283274,1,0.334329634,0.352092356,0.16867868,0.066207881,0.298652979,0.580072053,0.013422554,0.011101544,0.054121589,0.037579039,0.805463475,0.32112658,0.14027021,0.334729569,0.695352559,0.886910362,0.55311717,0.577277092,0,0.466295369,0.361008959,0.050354049,0.173183103,0.898362862,0.524234096,0.160443473,0.152545338,0.673493297,0.661830525,0.194569397,0.2,0.573638194,17.18231299,0.423408013,11.52044051,0.294289695,0.673864815,0.058274559,0.049152277,0.001,0.3410489,0.105970658,0.616510327,0.062153846,0.068943525,0.69909825,4.170368604,0.039346094,0.059500544,0.149289224,0.513610559,0.0666866,6.15E-04,0.303132714,0.700777126,0.69754542,0.651041671,0.013972119,0.7834301,0.866968488,5.756195689,2.433544387,1.297379151,0.896337046,5.563282823,0.546403298
0.270614953,1,0.061183884,0.959828269,0.027687482,0.962113604,1,0.051566197,0.349810457,0.555364589,0.057365162,0.092225431,0.066272369,0.077084603,0.823944065,0.804673351,0.24676993,0.021181086,0.219779983,0.40054473,0.642200036,0.992079807,0.00642759,0.908075467,0.025565307,0.895347516,0.350028481,0.641323177,0.496453088,0.08771515,0.93059257,0.135484326,0.274557531,0.374352017,0.199695488,0.581373019,5.262211422,17.68044951,2.781766392,0.52115186,0.579467708,0.018857518,0,0.963583066,0.092714282,0.447540912,0.001,0.141695927,0.002913871,0.273875682,9.459719298,0.256080373,0.290460103,0.257965919,0.084869373,0.341119558,0.159479758,0.457356264,0.927468222,0.992622887,0.817507701,0.680962558,0.298270096,0.797178358,3.925812578,6.18125069,1.448420071,1,9.282238731,0.216971843
0.390226065,0.914601449,0.172634904,1,0.144469775,0.015441494,0.009960937,0.057809297,0.263419502,0.392171776,0.036531335,0.006901206,0.059269207,0.097786428,0.188969951,0.239931204,0.220831141,0.594069238,0.810057122,0.28386034,0.01113337,0.99176288,0.673372149,0.284465016,0.564947815,0.978328992,0.649604801,0.999747217,0.292921875,0.092985816,0.607233422,0.096388801,0.006662622,0.860242707,0.021178779,0.563773931,17.23834483,0.328504727,10.72503929,0.601045439,0.338090045,0.119548216,0.005395807,1,6.311180145,0.602989926,0.999351719,0.282676954,0.099235438,1,19.13713873,0.156047632,0.08072142,0.007276474,0.58082762,0.065553865,0.659414887,0.89010539,0.939661554,0.585945842,0.36517842,0.360409184,0.964199936,0.942764997,2.862567653,5.242199542,1.001604786,0.773812484,1.816419594,0.175878972
0.163996072,0.999918377,0.32400165,0.904757769,0.332140973,0.113945186,0.240175853,0.084200146,0.191113465,0.460978806,0.066419198,0.014948239,0.007618348,0.056083923,0.994133364,0.312641624,0.326297765,0.985516682,0.325775521,0.077553286,0.082933252,0.294722637,0.570206472,0.99994846,0.796358289,0.649191031,0.061442802,0.8763395,0.539697678,0.352397848,0.351851186,0.07749469,0.460269772,0.464624248,0.19902185,0.414874704,18.01336947,4.982887588,3.746575544,0.081274045,0.883696555,0.065795138,0.001113992,0.111843376,0.138493012,0.120751406,0.356350057,0.345929791,0.020477727,0.713572536,0.007847355,0.083382029,0.038005501,0.385013258,0.449187561,0.175912673,0.997092782,0.009306602,0.187386356,0.905736481,0.188303302,0.095503755,0.817445371,0.995154805,2.64368119,9.973887851,1.237957332,0.40116989,0.279608979,0.521484664
0.922315329,1,0.140576769,0.998994875,0.759280703,0.974038571,0.642582448,0.074857665,0.349941733,0.49708033,0.022267089,0.016469549,0.098260399,0.090771006,0.035434307,0.127478802,0.257906541,0.540912368,0.081886243,0.024576259,0.01829776,0.418629058,0.753514104,0.999849263,0.375675685,0.255728357,0.557484931,0.665393071,0.651507494,0.176849826,0.188800793,0.820914098,0.276254203,0.752757578,0.193794681,0.579600288,1.923332771,2.755784873,9.746179329,0.047573055,0.922480013,0.063710677,0.019117004,0.990560482,10.14243062,0.324723145,0.275970455,0.159602994,0.006248803,0.055645129,0.357164844,0.386723139,0.372848653,0.829926521,0.977336449,0.041122075,0.804399431,0.555324608,0.092864244,0.543263766,0.002064309,0.736794829,0.915742901,0.983742173,5.262127608,5.990926225,1.385289274,0.527682199,0.078974711,5.95E-05
0.058152849,1,0.127958147,0.961219307,0.028286227,0.73318825,0.591855097,0.056266502,0.325990854,0.493840396,0.009459685,0.093523553,0.002482577,0.097654062,0.88771047,0.208690104,0.323157116,0.075758372,0.065389478,0.996002582,0.799922781,0.535490124,0.317789358,0.149046777,0.277041814,0.384521075,0.320694742,0.650600816,0.462918072,0.184273769,0.779500558,0.777334968,0.043190761,0.780594233,0.182546842,0.547462148,16.2534124,8.439840495,14.9501207,0.547145724,0.337181125,0.048424726,0.062508885,0.652995434,3.265048537,0.522838108,0.494292548,0.294186414,0.06064086,0.056902684,19.9311993,0.392253716,0.492734695,0.345776341,0.883513163,0.164561526,0.417204322,0.793429316,0.23532465,0.032026883,0.024914881,0.200185308,0.270334967,0.98684404,1.192745818,2.810858906,1.048894716,1,12.87414389,0.538660689
0.525448505,0.997907797,0.073774732,0.951423966,0.208571561,0.848565607,0.391257514,0.051671433,0.235429185,0.507838843,0.060843663,0.032006803,0.094738301,0.006576164,0.503740769,0.291028764,0.201996494,0.639486049,0.704662225,0.635098996,0.752660639,0.32058211,0.614552693,0.290934661,0.856527309,0.221953047,0.303996452,0.690074265,0.485567118,0.188153559,0.173707535,0.16359691,0.254731531,0.090173689,0.141231768,0.429275324,14.92238058,13.07132126,5.457520632,0.471783385,0.987926746,0.026454557,0.017667948,0.298965426,0.65468613,0.848603023,0.597273089,0.219748048,0.01571402,0.477256278,2.053590171,0.027595068,0.04641211,0.096835216,0.489495324,0.988451025,0.625680015,0.082495981,0.373142135,0.758976949,0.658675839,0.128226237,0.915693535,0.783972405,7.737195096,3.766051903,1.672812046,0.02271226,9.908703176,0.611802454
0.926280275,1,0.958206953,1,0.001,0.910308119,0.937953604,0.099134081,0.232056392,0.39824806,0,0.1,0.1,0.026983286,0.460161836,0.787201592,0.367434396,0.354044828,0.898731821,0.077274449,0.564671792,0.121879134,0.76505725,0.043386247,0.350422354,0.716208567,0,0.103999484,0.930877689,0.298435553,0,0,0.66879115,0.783221526,0.163039378,0.6,18.92859687,12.16529689,1.38196233,0.001,0.830349717,0.06075311,0.031065683,1,1.022333054,0.120709779,0.737424695,0.341837003,0.1,0.992985001,20,0.4,0.470907129,0.240864879,0.045167441,0.435758836,0.600009487,0.764768868,0.93831638,0,1,0,0.544476165,0.959895923,1,6.534000613,1,1,11.23801914,1
0.722207316,1,0.239517186,0.563023284,0.155727796,1,0.642648434,0.052425931,0.35,0.395928075,0.035649063,0.034806341,0.018095011,0.014212753,0.898323398,0.444820688,0.290758544,0.557432506,0.550415148,0.864380785,0.724318757,0.160767411,1,0.503743826,0.089434482,0.780779672,0.358017841,1,0.578449918,0.031768255,0.749035339,0.858977731,0.832953592,0.159509016,0.2,0.6,17.55451928,18.92532413,11.99122378,0.001,0.001,0.114174107,0.031585914,0.79383272,16.75916931,0.150394881,0.001,0.06,0.041311557,0.405031679,1.091974915,0.4,0.484928067,0,0,1,1,0.271513158,0.917514465,0.875204779,0.658044806,0,0.641633449,0.622135522,5.333102078,9.564623674,1.151049209,1,0,0
0.052735895,0.910723375,0.078340735,0.899597125,0.001041777,0.164397186,0.109694633,0.094623161,0.348833856,0.563881592,0.099371956,0.060229193,0.002803742,0.049939744,0.934412136,0.559448824,0.253814312,0.57838984,0.58641755,0.202446747,0.108961484,0.028748384,0.261045865,0.205474773,0.233710303,0.569345457,0.829439993,0.70019372,0.986340648,0.017652845,0.052250439,0.323497628,0.862656064,0.025478953,0.197743509,0.599696985,18.31725927,7.943808891,13.74834562,0.577891708,0.039802094,0.068374052,0.044002361,0.823294121,19.82671193,0.392230305,0.803117379,0.315613183,0.096337688,0.602989588,17.18501335,0.109306727,0.4729921,0.677071528,0.830842441,0.992215714,0.843312448,0.316047262,0.886613687,0.594393656,0.687473757,0.172932383,0.820402462,0.881653888,7.850367523,4.776111998,1.151147583,0.129859558,1.284113916,0.12986789
